Country Code,Contry Name,Region,Year,abr,co2_prod,coef_ineq,diff_hdi_phdi,eys,eys_f,eys_m,gdi,gii,gni_pc_f,gni_pc_m,gnipc,hdi,hdi_f,hdi_m,ihdi,ineq_edu,ineq_inc,ineq_le,le,le_f,le_m,lfpr_f,lfpr_m,loss,mf,mmr,mys,mys_f,mys_m,phdi,pr_f,pr_m,se_f,se_m,IncomeGroup,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate),DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Depressive disorders,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Schizophrenia,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Bipolar disorder,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Eating disorders,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Anxiety disorders,Schizophrenia disorders (share of population) - Sex: Both - Age: Age-standardized,Depressive disorders (share of population) - Sex: Both - Age: Age-standardized,Anxiety disorders (share of population) - Sex: Both - Age: Age-standardized,Bipolar disorders (share of population) - Sex: Both - Age: Age-standardized,Eating disorders (share of population) - Sex: Both - Age: Age-standardized
AGO,Angola,Sub-Saharan Africa,2002,175.341,0.719093563,11.99939241,1.985111663,5.414593379,4.781020006,6.05722332,0.84,0.657,3859.263782,5489.330553,4659.954466,0.403,0.367066356,0.436845387,0.4415,11.73821662,18.18098242,11.429245,47.3865,49.8964,44.9404,75.564,79.017,12.40216429,3.04,690,3.504403463,2.395228789,4.743724566,0.395,15.45454545,84.54545455,11.11886773,29.4260295,Upper middle income,47.911,17.09,267.2003393,15285600000.0,872.494,0.270377,115.1,47.702,14.0526,23.896,1071.9094,133.78961,117.92371,21.86113,376.7421,0.21207045,5.88018,3.9817166,0.5538232,0.103454016
AGO,Angola,Sub-Saharan Africa,2003,171.817,0.49604119,11.99939241,1.666666667,5.817049225,5.121664981,6.522589207,0.836,0.649,3887.579939,5509.370388,4684.384828,0.42,0.381738395,0.456631391,0.4415,11.73821662,18.18098242,11.429245,49.6173,51.6741,47.5679,75.59,78.961,12.40216429,3.02,628,3.54492734,2.456635567,4.761022531,0.413,15.45454545,84.54545455,12.0386588,30.01509534,Upper middle income,47.786,16.522,275.4642673,17812700000.0,982.961,0.370682,110.8,48.44,14.5356,23.925,1068.3784,134.21078,118.107956,22.139378,377.3173,0.21263494,5.8635,3.98365,0.5538352,0.10473168
AGO,Angola,Sub-Saharan Africa,2004,170.795,0.996932266,11.99939241,2.07852194,6.219505072,5.462309957,6.987955093,0.84,0.643,4100.707687,5787.847205,4929.945484,0.433,0.394373029,0.469401517,0.4415,11.73821662,18.18098242,11.429245,50.592,52.6571,48.532,75.617,78.901,12.40216429,3.12,574,3.585451218,2.518042344,4.778320496,0.424,15.0,85.0,12.95844988,30.60416119,Upper middle income,47.639,15.903,283.9837807,23552100000.0,1255.56,0.464815,106.2,49.263,15.0462,23.643,1065.0688,134.5249,118.308784,22.407919,377.65936,0.21317902,5.846628,3.9852571,0.553847,0.10596367
AGO,Angola,Sub-Saharan Africa,2005,170.951,0.977996771,11.99939241,2.237136465,6.621960918,5.802954932,7.45332098,0.844,0.636,4493.967317,6317.676065,5390.699648,0.447,0.408273294,0.483667855,0.4415,11.73821662,18.18098242,11.429245,51.5699,53.6339,49.508,75.641,78.85,12.40216429,3.39,519,3.625975095,2.579449122,4.795618461,0.437,15.0,85.0,13.87824095,31.19322703,Upper middle income,47.453,15.24,292.7667842,36970900000.0,1902.42,1.14337,101.3,50.165,15.588,20.532,1062.448,135.10968,118.258545,22.7202,377.82812,0.21356112,5.831,3.9862888,0.55385756,0.10735444
AGO,Angola,Sub-Saharan Africa,2006,169.366,1.09686395,11.99939241,2.178649237,7.024416765,6.143599908,7.918686867,0.849,0.628,4735.738466,6639.333112,5672.126464,0.459,0.420311348,0.495129921,0.4415,11.73821662,18.18098242,11.429245,52.3688,54.5176,50.227,75.625,78.897,12.40216429,3.2,473,3.666498973,2.640855899,4.812916426,0.449,15.0,85.0,14.79803203,31.78229288,Upper middle income,47.215,14.539,301.821427,52381000000.0,2599.57,1.5,96.2,51.143,16.1626,17.674,1059.6682,135.25122,118.35028,23.272406,378.0557,0.21395102,5.8163824,3.986235,0.5538673,0.10988826
AGO,Angola,Sub-Saharan Africa,2007,168.678,1.194779541,11.99939241,2.736842105,7.426872611,6.484244883,8.384052753,0.853,0.621,5317.909483,7433.915716,6359.181376,0.475,0.436424808,0.511712128,0.4415,11.73821662,18.18098242,11.429245,53.6419,55.8149,51.4727,75.614,78.93,12.40216429,3.91,431,3.70702285,2.702262677,4.83021439,0.462,15.0,85.0,15.7178231,32.37135872,Upper middle income,46.92,13.815,311.1561103,65266500000.0,3122.0,1.7,91.0,52.177,16.7686,14.633,1056.285,136.05739,118.48608,23.925028,378.30743,0.21454033,5.7983756,3.9850318,0.55387586,0.11290645
AGO,Angola,Sub-Saharan Africa,2008,168.701,1.174720223,11.99939241,3.086419753,7.829328458,6.824889859,8.84941864,0.855,0.568,5436.648598,7577.945249,6490.787737,0.486,0.447393983,0.523569766,0.4415,11.73821662,18.18098242,11.429245,54.6327,56.734,52.5274,75.607,78.955,12.40216429,4.95,395,3.747546728,2.763669454,4.847512355,0.471,37.27272727,62.72727273,16.63761418,32.96042457,Upper middle income,46.563,13.085,320.7794952,88538600000.0,4080.94,1.9,85.8,53.243,17.4024,12.044,1052.2887,136.3144,118.46963,24.645103,378.19864,0.21521844,5.7775226,3.9832327,0.55388284,0.116300575
AGO,Angola,Sub-Saharan Africa,2009,169.586,1.224334013,11.99939241,3.4,8.231784304,7.165534834,9.314784527,0.859,0.56,5871.497479,8161.265974,6999.175405,0.5,0.461710926,0.53736396,0.4415,11.73821662,18.18098242,11.429245,55.7516,57.9669,53.5371,75.603,78.97,12.40216429,5.58,359,3.788070605,2.825076232,4.86481032,0.483,38.63636364,61.36363636,17.55740525,33.54949042,Upper middle income,46.143,12.367,330.7005105,70307200000.0,3122.78,2.3,80.7,54.311,18.0591,10.609,1048.8491,137.04173,118.545525,25.364304,378.2195,0.21587281,5.7608,3.9814882,0.5538885,0.11965034
AGO,Angola,Sub-Saharan Africa,2017,145.235,0.953168429,31.42379985,1.842546064,12.1721,11.5409,12.9132,0.9,0.538,5961.759274,7784.198889,6861.575738,0.597,0.566139188,0.629229065,0.409,34.17144,28.87733,31.22262955,61.6798,64.0185,59.3305,74.912,79.756,31.49078727,2.64,241,5.417390823,4.183875561,6.894268513,0.586,30.45454545,69.54545455,28.1639,51.54617,Upper middle income,41.281,8.432,421.95,122000000000.0,4095.81,14.3391,53.4,60.379,23.9165,7.139,1049.6298,139.72162,118.75641,28.887321,377.30847,0.21996135,5.7563667,3.9651573,0.55390006,0.13628906
AGO,Angola,Sub-Saharan Africa,2018,142.575,0.791170676,31.16753357,1.680672269,12.1721,11.5409,12.9132,0.903,0.537,5554.95618,7228.559666,6381.521946,0.595,0.565997442,0.62689161,0.41,34.17144,28.87733,30.45383072,62.1438,64.7172,59.5817,74.955,79.653,31.09243697,2.28,241,5.417390823,4.183875561,6.894268513,0.585,30.45454545,69.54545455,28.1639,51.54617,Upper middle income,21.9485,8.082,435.0,106000000000.0,3432.39,8.26723,51.6,70.428,24.7131,7.253,1049.012,139.71912,118.791,28.89916,376.52173,0.21998267,5.7532606,3.9547124,0.5538997,0.1363325
ALB,Albania,Europe & Central Asia,1999,16.098,0.952766151,11.99939241,4.035874439,10.68494034,10.66413021,10.69725037,0.929,0.33,3849.019818,7368.328401,5595.612697,0.669,0.641318584,0.690626636,0.4415,11.73821662,18.18098242,11.429245,75.1828,78.2091,72.4013,50.445,71.884,12.40216429,7.31,25,8.472385876,7.856940844,9.099158579,0.642,5.161290323,94.83870968,67.38092302,77.39176032,Upper middle income,17.321,5.983,1453.108182,3212120000.0,1033.24,0.081437,24.2,73.587,113.459,18.569,380.7395,181.49184,117.54923,21.787832,354.1881,0.28154427,2.4340425,3.699189,0.54215395,0.10132116
ALB,Albania,Europe & Central Asia,2000,14.792,0.960136365,11.99939241,5.022156573,10.5894804,10.61896992,10.55389023,0.929,0.319,4118.541522,8044.964865,6065.195257,0.677,0.649250447,0.698549503,0.4415,11.73821662,18.18098242,11.429245,75.4043,78.4187,72.6461,49.782,71.298,12.40216429,9.44,23,8.754172545,8.143382249,9.39137749,0.643,5.161290323,94.83870968,69.40872548,79.92209758,Upper middle income,16.436,5.914,1498.049673,3480360000.0,1126.68,0.114097,23.0,73.955,112.738,17.767,383.35883,181.26312,117.57915,22.061806,355.2057,0.28172776,2.4477215,3.7076585,0.54245573,0.10265916
ALB,Albania,Europe & Central Asia,2001,9.697,1.029074954,11.99939241,4.824561404,10.6844101,10.79098988,10.57209969,0.933,0.282,4489.685008,8839.235594,6645.348336,0.684,0.658017614,0.705296369,0.4415,11.73821662,18.18098242,11.429245,75.6388,78.6178,72.9212,49.087,70.702,12.40216429,8.7,23,8.823679924,8.235190392,9.424059868,0.651,5.714285714,94.28571429,70.99655151,80.57055664,Upper middle income,15.59,5.879,1544.381106,3922100000.0,1281.66,0.325798,21.8,74.288,111.685,17.411,384.6248,181.51672,117.55678,22.39771,355.6865,0.28181994,2.4539328,3.7104988,0.5425348,0.10415317
ALB,Albania,Europe & Central Asia,2002,13.217,1.199000572,11.99939241,5.079825835,10.70151997,10.86436653,10.63010311,0.934,0.297,4679.395119,9200.195157,6920.555095,0.689,0.662956844,0.710047634,0.4415,11.73821662,18.18098242,11.429245,75.8899,78.8228,73.2203,48.757,70.424,12.40216429,8.95,21,8.888405664,8.311867441,9.483049938,0.654,5.714285714,94.28571429,72.10587747,81.20821599,Upper middle income,14.79,5.891,1592.14547,4348070000.0,1425.12,0.390081,20.6,74.579,111.351,17.51,386.306,181.81792,117.70125,22.733912,355.9126,0.2818834,2.4615242,3.7131746,0.54258114,0.10573936
ALB,Albania,Europe & Central Asia,2003,15.231,1.357238224,11.99939241,5.890804598,10.90470982,10.93774319,10.68810654,0.936,0.305,5020.547268,9698.667261,7341.564007,0.696,0.66966313,0.715372994,0.4415,11.73821662,18.18098242,11.429245,76.1421,79.0574,73.4985,48.186,68.96,12.40216429,10.46,21,8.953131403,8.388544491,9.542040007,0.655,5.714285714,94.28571429,73.21520342,81.84587533,Upper middle income,14.048,5.952,1641.387082,5611490000.0,1846.12,0.9719,19.4,74.828,110.935,17.496,387.58923,181.88527,117.47851,23.256767,356.2607,0.28195274,2.4676032,3.7156525,0.542598,0.10845551
ALB,Albania,Europe & Central Asia,2004,19.046,1.321688484,11.99939241,6.285714286,10.88479042,11.01111984,10.74610996,0.938,0.301,5370.420666,10174.3723,7756.648389,0.7,0.675956385,0.720479786,0.4415,11.73821662,18.18098242,11.429245,76.3761,79.2365,73.7863,47.625,67.465,12.40216429,11.43,18,9.017857143,8.465221541,9.601030077,0.656,6.428571429,93.57142857,74.32452938,82.48353468,Upper middle income,13.381,6.061,1692.151631,7184680000.0,2373.58,2.42039,18.3,75.039,110.472,17.272,388.8159,181.62915,117.75262,23.666367,356.27,0.28206202,2.472387,3.7179503,0.5425958,0.11036979
ALB,Albania,Europe & Central Asia,2005,18.869,1.360271607,11.99939241,6.610407876,11.41928005,11.52624035,11.29841042,0.94,0.306,5743.999444,10677.66007,8197.993857,0.711,0.687210218,0.730725189,0.4415,11.73821662,18.18098242,11.429245,76.6208,79.4934,74.0329,47.067,65.93,12.40216429,12.11,22,9.082582882,8.541898591,9.660020147,0.664,7.142857143,92.85714286,75.43385533,83.12119402,Upper middle income,12.821,6.206,1744.486218,8052080000.0,2673.79,6.04389,17.1,75.228,109.908,16.874,388.85956,182.34738,117.71427,24.13172,356.89362,0.28224605,2.4724932,3.7197618,0.54257834,0.11257821
ALB,Albania,Europe & Central Asia,2006,17.503,1.254806937,11.99939241,6.545961003,11.58205032,11.70514011,11.44880962,0.943,0.285,6246.508102,11401.94205,8814.501734,0.718,0.69555815,0.737402267,0.4415,11.73821662,18.18098242,11.429245,76.8162,79.6856,74.2435,46.511,64.357,12.40216429,12.07,18,9.147308622,8.618575641,9.719010217,0.671,7.142857143,92.85714286,76.54318128,83.75885337,Upper middle income,12.398,6.365,1798.4394,8896070000.0,2972.74,9.60999,16.0,75.423,109.217,16.394,388.4129,182.1656,117.84567,24.518219,357.10513,0.28265354,2.4696515,3.723458,0.5425454,0.114303075
ALB,Albania,Europe & Central Asia,2007,17.309,1.261998195,11.99939241,6.438356164,11.96422958,12.19225979,11.73359013,0.947,0.286,6732.542303,12078.58825,9399.46896,0.73,0.708111693,0.747882981,0.4415,11.73821662,18.18098242,11.429245,77.5491,80.2472,75.0995,45.958,62.75,12.40216429,11.91,19,9.212034362,8.695252691,9.778000287,0.683,7.142857143,92.85714286,77.65250724,84.39651271,Upper middle income,12.118,6.518,1854.061237,10677300000.0,3595.04,15.0361,14.9,75.646,108.395,15.966,387.04883,182.71687,117.85443,25.022646,357.84348,0.2833063,2.462645,3.730676,0.54250324,0.116639026
ALB,Albania,Europe & Central Asia,2008,18.545,1.422796584,11.99939241,7.336956522,12.12487984,12.34819984,11.90664005,0.949,0.293,7208.741202,12720.55954,9962.442236,0.736,0.715264124,0.75343225,0.4415,11.73821662,18.18098242,11.429245,77.6529,80.4292,75.1627,45.41,61.114,12.40216429,13.46,20,9.276760101,8.771929741,9.836990356,0.682,7.142857143,92.85714286,78.76183319,85.03417206,Upper middle income,11.973,6.65,1911.403337,12881400000.0,4370.54,23.86,13.9,75.912,107.566,13.06,385.61835,183.4731,117.799965,25.476854,359.19666,0.28405136,2.4544492,3.739848,0.54245985,0.11902477
ALB,Albania,Europe & Central Asia,2009,18.987,1.430821164,11.99939241,7.827260459,12.26375961,12.62082005,11.92743015,0.951,0.242,7154.403593,13148.58837,10153.09601,0.741,0.720720117,0.757662478,0.4415,11.73821662,18.18098242,11.429245,77.781,80.5443,75.3158,45.839,64.292,12.40216429,14.5,20,9.451739947,8.980109851,9.965206782,0.683,16.42857143,83.57142857,79.89206441,86.16005452,Upper middle income,11.945,6.756,1970.518904,12044200000.0,4114.13,41.2,12.9,76.221,106.844,13.674,383.92722,183.94325,117.8656,25.882845,359.95044,0.28473735,2.4469562,3.7492957,0.5424172,0.120946944
ALB,Albania,Europe & Central Asia,2010,19.65,1.508841688,12.81314377,6.631299735,12.99997044,13.38677025,12.64352989,0.96,0.246,7945.21638,13332.01551,10643.05764,0.754,0.737543479,0.76825762,0.657,11.9,18.33096,8.208471298,77.9359,80.6878,75.4925,46.727,63.788,12.86472149,11.92,21,9.626719793,9.18828996,10.09342321,0.704,16.42857143,83.57142857,81.02229563,87.28593699,Upper middle income,12.001,6.841,2031.462788,11927000000.0,4094.36,45.0,11.9,76.562,106.315,14.086,383.14902,184.12775,117.87323,26.319311,360.68094,0.28521284,2.4427185,3.75714,0.5423738,0.12297751
ALB,Albania,Europe & Central Asia,2011,20.692,1.717787934,12.62466625,7.049608355,13.74845028,14.1151104,13.41751003,0.964,0.252,8532.402659,13568.49994,11056.64517,0.766,0.751776751,0.779565977,0.669,11.9,18.33096,7.64303875,78.0919,80.798,75.6932,52.446,67.483,12.66318538,12.49,22,9.801699638,9.39647007,10.22163963,0.712,15.71428571,84.28571429,82.15252686,88.41181946,Upper middle income,12.1,6.915,2094.291534,12890900000.0,4437.18,49.0,11.0,76.914,106.029,13.481,382.99704,184.65245,117.89652,26.698975,361.69565,0.2855792,2.4411948,3.7670379,0.54233027,0.12472777
ALB,Albania,Europe & Central Asia,2012,20.909,1.601834668,10.42977938,6.940874036,14.58664989,15.02785015,14.18840981,0.974,0.235,8773.019135,13505.51982,11146.26303,0.778,0.76686355,0.787407675,0.696,11.9,12.23739254,7.151945591,78.064,80.7025,75.7302,48.778,65.197,10.53984576,12.44,17,10.02511024,9.832489967,10.23851013,0.724,15.71428571,84.28571429,85.21604156,89.42938232,Upper middle income,12.197,6.996,2159.063437,12319800000.0,4247.61,54.656,10.2,77.252,105.854,13.376,382.8175,184.85753,117.91124,27.027565,363.28516,0.2859981,2.440708,3.7816541,0.5422916,0.12626739
ALB,Albania,Europe & Central Asia,2013,20.865,1.697126858,10.29833238,6.624203822,14.92564011,15.42998981,14.48114967,0.968,0.225,8378.21926,14707.5651,11552.98247,0.785,0.77112962,0.796231362,0.704,11.9,12.23739254,6.757604599,78.1226,80.7812,75.7863,43.598,61.18,10.31847134,11.49,16,10.19628076,10.07789473,10.3332919,0.733,17.85714286,82.14285714,87.70659636,90.45197367,Upper middle income,12.257,7.096,2225.838595,12776300000.0,4413.08,57.2,9.5,77.554,105.66,15.866,382.84128,185.06267,117.8233,27.423956,364.3271,0.2864069,2.44142,3.7977457,0.5422711,0.12809084
ALB,Albania,Europe & Central Asia,2014,20.942,1.940610537,10.19806847,7.575757576,15.25242043,15.78334999,14.78335953,0.968,0.219,8309.170305,15052.24013,11691.64829,0.792,0.777742313,0.803064109,0.711,11.9,12.23739254,6.456812859,78.4075,81.0125,76.1142,43.733,62.984,10.22727273,13.14,16,10.37037387,10.32942445,10.4289511,0.732,20.0,80.0,90.19715116,91.47456501,Upper middle income,12.259,7.219,2294.678964,13228200000.0,4578.67,60.1,8.9,77.813,105.442,17.49,383.02032,185.33556,117.85818,27.760595,366.39825,0.2867512,2.4422417,3.8113623,0.5422515,0.12968343
ALB,Albania,Europe & Central Asia,2015,20.276,1.555329452,10.13333035,7.044025157,15.07629967,15.60177994,14.60935974,0.984,0.204,9683.99883,14333.9431,12016.2976,0.795,0.788570993,0.801190682,0.714,11.9,12.23739254,6.262598515,78.6441,81.1825,76.4036,46.898,63.957,10.18867925,12.61,15,10.54743948,10.58723198,10.52549585,0.739,20.71428571,79.28571429,93.74003693,92.49715635,Upper middle income,12.197,7.367,2365.648416,11386900000.0,3952.83,63.2529,8.5,78.025,105.135,17.08,382.9376,185.51762,117.71888,28.09231,366.80685,0.28698042,2.4422338,3.8181894,0.54220194,0.13121219
ALB,Albania,Europe & Central Asia,2016,18.171,1.556278015,10.10048676,7.769423559,14.80459976,15.40505981,14.2593298,0.988,0.191,10011.12887,14943.96853,12484.6242,0.798,0.792468933,0.802194502,0.717,11.9,12.23739254,6.164067745,78.8602,81.3771,76.6392,49.676,64.8,10.15037594,14.39,16,10.72752833,10.85147402,10.62293435,0.736,22.85714286,77.14285714,94.15190407,92.63247089,Upper middle income,12.08,7.534,2438.8128,11861400000.0,4124.11,66.3634,8.2,78.194,104.967,15.22,382.70203,185.57475,117.6245,28.437542,366.241,0.28713554,2.441605,3.8151882,0.542146,0.1328488
ALB,Albania,Europe & Central Asia,2017,16.585,1.838241795,10.23328918,8.104738155,14.81612968,15.51123047,14.17994022,0.991,0.17,10148.61287,15442.82403,12802.14831,0.802,0.797815511,0.805385473,0.72,12.33344,12.23739254,6.129034996,79.0473,81.5045,76.8729,49.51,66.44,10.2244389,14.46,15,10.91069206,11.12231116,10.72127488,0.737,27.85714286,72.14285714,94.5637712,92.76778544,Upper middle income,11.934,7.714,2514.24,13025100000.0,4532.89,71.847,8.0,78.333,104.871,13.75,382.95386,185.37047,117.737915,28.672338,365.95975,0.28724706,2.4435818,3.8113596,0.54210234,0.13404264
ALB,Albania,Europe & Central Asia,2018,15.58,1.642152952,10.55449877,7.196029777,14.69561958,15.50102997,13.95683002,0.997,0.164,10655.83752,15939.64779,13302.70596,0.806,0.804057405,0.806772917,0.72,12.33344,13.17898,6.151076317,79.1838,81.6079,77.0366,51.189,67.247,10.66997519,12.85,15,11.09698316,11.399908,10.82052578,0.748,27.85714286,72.14285714,94.97563834,92.90309998,Upper middle income,21.9485,8.082,2592.0,15058900000.0,5253.63,8.26723,7.8,70.428,104.612,13.898,384.17953,185.36105,117.761635,28.972872,366.4672,0.2873577,2.4494267,3.8191874,0.5420571,0.13548058
