Country Code,Contry Name,Region,Year,abr,co2_prod,coef_ineq,diff_hdi_phdi,eys,eys_f,eys_m,gdi,gii,gni_pc_f,gni_pc_m,gnipc,hdi,hdi_f,hdi_m,ihdi,ineq_edu,ineq_inc,ineq_le,le,le_f,le_m,lfpr_f,lfpr_m,loss,mf,mmr,mys,mys_f,mys_m,phdi,pr_f,pr_m,se_f,se_m,IncomeGroup,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate),DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Depressive disorders,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Schizophrenia,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Bipolar disorder,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Eating disorders,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Anxiety disorders,Schizophrenia disorders (share of population) - Sex: Both - Age: Age-standardized,Depressive disorders (share of population) - Sex: Both - Age: Age-standardized,Anxiety disorders (share of population) - Sex: Both - Age: Age-standardized,Bipolar disorders (share of population) - Sex: Both - Age: Age-standardized,Eating disorders (share of population) - Sex: Both - Age: Age-standardized
AFG,Afghanistan,South Asia,2000,152.572,0.036461584,11.99939241,1.194029851,5.529050112,3.662761828,6.99040289,0.515,0,237.2676187,1726.031083,984.9974338,0.335,0.203936948,0.396252763,0.4415,11.73821662,18.18098242,11.429245,55.2978,56.8579,53.7617,14.795,76.646,12.40216429,2.28,1450,1.407805934,0.636077058,1.950797576,0.331,0,0,1.36746799,6.764375653,Low income,48.021,11.718,79.17932297,14492100000,3192.1,8.26723,90.6,55.841,31.8291,3.517,897.0631,132.56447,146.69957,19.769741,437.81378,0.21451464,5.0084476,4.6768804,0.70025194,0.09487554
AFG,Afghanistan,South Asia,2001,150.863,0.036930645,11.99939241,1.18694362,5.831550121,3.896981274,7.403086251,0.504,0,216.8189728,1564.229173,894.0245886,0.337,0.201547442,0.400002035,0.4415,11.73821662,18.18098242,11.429245,55.7981,57.3437,54.2716,14.936,76.589,12.40216429,2.34,1390,1.465160991,0.671958328,2.001140739,0.333,0,0,1.476499959,7.183766943,Low income,47.505,11.387,81.62816801,14492100000,3192.1,0.00472257,88,56.308,33.0959,3.426,896.19244,132.38344,146.80049,19.72647,437.8184,0.21431455,5.0038724,4.675786,0.70012945,0.09454673
AFG,Afghanistan,South Asia,2002,148.141,0.046529388,11.99939241,1.104972376,6.134050131,4.146178147,7.840132666,0.549,0,310.019029,2213.982986,1267.628852,0.362,0.23412425,0.426736706,0.4415,11.73821662,18.18098242,11.429245,56.4538,57.6715,55.2265,15.113,76.491,12.40216429,2.48,1300,1.522516047,0.707839598,2.051483902,0.358,0,0,1.585531927,7.603158234,Low income,46.901,11.048,84.15275052,4055180000,179.426,0.0045614,85.4,56.784,34.6181,3.55,894.41486,132.26962,147.0212,19.788143,437.49268,0.21418841,4.994327,4.6720624,0.69977945,0.09481004
AFG,Afghanistan,South Asia,2003,143.37,0.050082617,11.99939241,1.329787234,6.43655014,4.411310196,8.302980423,0.563,0,345.8247108,2442.948082,1401.324413,0.376,0.248561349,0.441486253,0.4415,11.73821662,18.18098242,11.429245,57.3445,58.6498,56.0316,15.298,76.393,12.40216429,2.63,1240,1.579871104,0.743720868,2.101827066,0.371,0,0,1.694563896,8.022549524,Low income,46.231,10.704,86.75541291,4515560000,190.684,0.0878913,82.8,57.271,36.2725,3.419,892.8549,132.65482,146.89832,19.847649,437.7178,0.21409267,4.9817224,4.6718807,0.69960576,0.09498258
AFG,Afghanistan,South Asia,2004,138.827,0.035959937,11.99939241,1.020408163,7.39387989,4.137720108,10.46887016,0.522,0,344.9831452,2409.342035,1384.695729,0.392,0.24601711,0.471733817,0.4415,11.73821662,18.18098242,11.429245,57.9436,59.2159,56.6578,15.475,76.332,12.40216429,2.2,1180,1.637226161,0.779602138,2.152170229,0.388,0,0,1.803595865,8.441940815,Low income,45.507,10.356,89.43857001,5226780000,211.382,0.105809,80.1,57.772,37.8744,3.087,891.61444,132.47002,147.10779,19.985369,438.05847,0.21406065,4.9731607,4.6727514,0.6995014,0.09553074
AFG,Afghanistan,South Asia,2005,133.071,0.050802445,11.99939241,1,7.660417938,4.592572117,10.55986004,0.541,0.748,361.2608997,2492.272718,1435.19173,0.4,0.25804377,0.476655583,0.4415,11.73821662,18.18098242,11.429245,58.3608,59.6966,57.0128,15.644,76.318,12.40216429,2.02,1140,1.694581217,0.815483408,2.202513392,0.396,25.92592593,74.07407407,1.912627834,8.861332105,Low income,44.723,10.003,92.20471135,6209140000,242.031,1.22415,77.4,58.29,39.2952,2.942,890.48584,132.7123,147.21605,20.11376,438.41013,0.21409707,4.9658794,4.6736326,0.6994395,0.095989875
AFG,Afghanistan,South Asia,2006,126.106,0.061869518,11.99939241,0.733496333,7.926955986,5.047424126,10.65084991,0.56,0.749,379.7255676,2638.813517,1518.767846,0.409,0.270040327,0.482456142,0.4415,11.73821662,18.18098242,11.429245,58.6844,60.2431,57.1332,15.455,76.422,12.40216429,1.53,1120,1.77670323,0.841578877,2.300053271,0.406,25.92592593,74.07407407,1.887654031,9.45898459,Low income,43.87,9.645,95.05640346,6971290000,263.734,2.10712,74.7,58.826,40.4881,2.825,890.12366,132.8283,147.37941,20.305365,439.30695,0.214259,4.96284,4.6780405,0.69953,0.09687539
AFG,Afghanistan,South Asia,2007,125.858,0.083710521,11.99939241,0.70754717,8.193494034,5.502276134,10.74183979,0.587,0.752,450.2102996,3147.896767,1811.166659,0.424,0.290083384,0.494361998,0.4415,11.73821662,18.18098242,11.429245,59.1113,60.909,57.3416,15.275,76.567,12.40216429,1.53,1090,1.858825243,0.867674346,2.39759315,0.421,25.87209302,74.12790698,1.862680228,10.05663707,Low income,42.944,9.287,97.99629222,9747890000,359.693,1.9,72,59.375,41.5105,2.128,890.02045,132.85744,147.46146,20.703999,439.95288,0.21459809,4.9597197,4.682732,0.6995203,0.09869648
AFG,Afghanistan,South Asia,2008,128.171,0.151484676,11.99939241,0.697674419,8.460032082,5.957128143,10.83282967,0.594,0.755,434.2512158,3047.085012,1753.066993,0.43,0.296278756,0.498714113,0.4415,11.73821662,18.18098242,11.429245,59.8515,61.5289,58.1715,15.137,76.712,12.40216429,1.38,1030,1.940947256,0.893769815,2.495133029,0.427,25.87209302,74.12790698,1.837706425,10.65428956,Low income,41.949,8.932,101.0271054,10109200000,364.66,1.84,69.4,59.93,42.4628,2.494,889.03674,133.19771,147.72333,21.125774,440.6444,0.21502665,4.9531674,4.688263,0.69948006,0.100904115
AFG,Afghanistan,South Asia,2009,120.635,0.237367297,11.99939241,0.909090909,8.726570129,6.411980152,10.92381954,0.609,0.755,466.8929261,3273.768702,1884.200863,0.44,0.308813946,0.507355452,0.4415,11.73821662,18.18098242,11.429245,60.3636,61.8922,58.82,15.076,76.813,12.40216429,1.43,993,2.023069268,0.919865284,2.592672907,0.436,25.92592593,74.07407407,1.812732622,11.25194204,Low income,40.903,8.584,104.151655,12439100000,438.076,3.55,66.8,60.484,43.493,2.47,888.5571,133.64053,147.6236,21.584486,441.7015,0.21545461,4.9492145,4.695408,0.6994876,0.10303231
AFG,Afghanistan,South Asia,2010,120.82,0.287738705,29.13924655,1.116071429,9.002689838,6.819135189,11.07618475,0.627,0.753,510.7815973,3336.66999,1938.315627,0.448,0.322100371,0.513389368,0.312,42.809,10.767,33.84173965,60.8508,62.4078,59.2776,15.111,76.842,30.35714286,1.77,954,2.105191281,0.945960754,2.690212786,0.443,27.63532764,72.36467236,1.787758819,11.84959453,Low income,39.829,8.25,107.3728402,15856600000,543.303,4,64.3,61.028,44.7041,2.275,888.5573,133.93993,147.63795,21.996126,442.2967,0.21580303,4.946899,4.701994,0.6994379,0.10496491
AFG,Afghanistan,South Asia,2011,116.454,0.401953514,29.49569394,1.315789474,9.278809547,7.226290226,11.22854996,0.642,0.746,537.5166085,3430.9836,1999.653042,0.456,0.33352807,0.519746648,0.315,44.82338,10.767,32.89670181,61.4191,62.9926,59.8254,15.454,76.659,30.92105263,2.12,905,2.157332242,1.011199426,2.755239372,0.45,27.63532764,72.36467236,2.008868343,12.40825237,Low income,38.75,7.936,110.6936497,17804300000,591.162,5,61.9,61.553,46.1315,1.984,888.8211,134.38702,147.83458,22.47905,444.04633,0.21621753,4.945379,4.715658,0.69939154,0.10716891
AFG,Afghanistan,South Asia,2012,111.286,0.327921976,29.20871299,1.072961373,9.57732296,7.423226833,11.62274996,0.649,0.738,585.0930232,3633.440859,2125.862821,0.466,0.344152186,0.530178097,0.323,44.82338,10.767,32.03575897,61.923,63.5135,60.3173,15.879,76.42,30.68669528,1.86,858,2.209473202,1.076438099,2.820265958,0.461,27.63532764,72.36467236,2.229977866,12.96691022,Low income,37.69,7.645,114.1171647,20001600000,641.872,5.45455,59.5,62.054,47.7306,1.692,889.0002,134.67058,147.91908,22.885954,446.3588,0.21681084,4.9445314,4.73926,0.69936365,0.109071545
AFG,Afghanistan,South Asia,2013,106.537,0.261571351,0,1.054852321,9.875836372,7.620163441,12.01694997,0.659,0.728,637.7671699,3715.00501,2193.553936,0.474,0.354771795,0.538757274,0,44.82338,0,31.20422935,62.4167,64.0268,60.7915,16.794,75.588,0,1.88,810,2.261614163,1.141676772,2.885292544,0.469,27.63532764,72.36467236,2.45108739,13.52556807,Low income,36.67,7.38,117.6465615,20561100000,637.165,5.9,57.3,62.525,49.428,1.725,889.4718,135.41533,147.90512,23.409927,448.9212,0.21744443,4.9443674,4.7667584,0.6993666,0.11139344
AFG,Afghanistan,South Asia,2014,101.454,0.232967187,0,1.043841336,10.17434978,7.817100048,12.41114998,0.63,0.718,506.1399397,3813.313521,2178.507021,0.479,0.34346564,0.545574279,0,44.82338,0,30.7356205,62.5451,64.2743,60.8119,17.749,74.737,0,1.66,786,2.313755123,1.206915444,2.95031913,0.474,27.63532764,72.36467236,2.672196913,14.08422592,Low income,35.706,7.141,121.285115,20484900000,613.856,7,55.1,62.966,51.1148,1.735,889.8559,135.6847,148.1675,23.843073,451.59003,0.21797295,4.944629,4.7931795,0.69947726,0.11349482
AFG,Afghanistan,South Asia,2015,97.415,0.229679525,0,0.836820084,10.18014979,7.791942477,12.44831991,0.673,0.706,681.1316993,3489.646939,2101.589319,0.478,0.364833242,0.5421892,0,45.36517,0,30.17712593,62.6587,64.5759,60.7597,18.746,73.875,0,1.62,701,2.365896084,1.272154117,3.015345715,0.474,27.44479495,72.55520505,2.893306437,14.64288377,Low income,34.809,6.929,125.036201,19907100000,578.466,8.26,53.1,63.377,52.7121,1.679,889.831,135.8229,148.00087,24.176653,453.5491,0.21826532,4.9447594,4.810425,0.69959515,0.115101844
AFG,Afghanistan,South Asia,2016,94.018,0.190616791,0,0.831600832,10.1859498,7.766784906,12.48548985,0.682,0.692,712.0450633,3411.484186,2077.566899,0.481,0.37129479,0.544158827,0,45.36517,0,29.33408546,63.1361,65.0957,61.1934,19.798,73.045,0,1.66,673,2.463660385,1.430357898,3.082469933,0.477,27.44479495,72.55520505,3.459785381,14.66675803,Low income,33.981,6.742,128.9033,19362600000,547.228,11.2,51.2,63.763,54.1971,1.634,888.2025,135.8525,148.15033,24.497932,453.91003,0.21824437,4.9370723,4.8155184,0.69961786,0.1166165
AFG,Afghanistan,South Asia,2017,90.342,0.188995444,0,0.829875519,10.19174981,7.741627336,12.52265978,0.703,0.678,755.0683347,3385.357825,2085.487571,0.482,0.380054352,0.540514172,0,45.36517,0,28.0697403,63.016,66.0993,60.1049,20.887,72.183,0,1.41,638,2.561424686,1.588561679,3.149594151,0.478,27.44479495,72.55520505,4.026264326,14.6906323,Low income,33.211,6.575,132.89,20191800000,556.302,13.5,49.5,64.13,55.596,1.559,887.0443,135.94547,148.02977,24.622818,453.98483,0.2181385,4.930936,4.8165836,0.6996218,0.11712369
AFG,Afghanistan,South Asia,2018,88.431,0.22449203,0,0.82815735,10.19754982,7.716469765,12.55982971,0.71,0.671,755.8249851,3325.135032,2054.939895,0.483,0.383312051,0.540119661,0,45.36517,0,27.50606918,63.081,66.4576,59.9231,21.228,72.023,0,1.32,638,2.659188987,1.74676546,3.216718368,0.479,27.44479495,72.55520505,4.592743271,14.71450657,Low income,21.9485,8.082,137,19363000000,520.897,8.26723,47.9,70.428,56.9378,1.542,888.1976,135.77147,148.18695,24.742624,455.19724,0.21801552,4.9361405,4.8279133,0.6996377,0.11767915
AGO,Angola,Sub-Saharan Africa,1990,198.803,0.429585937,11.99939241,0,3.537480116,3.28022336,3.794736871,0,0.725,3944.379344,5770.778138,4845.706901,0,0,0,0.4415,11.73821662,18.18098242,11.429245,41.8933,45.4532,38.6736,75.408,79.292,12.40216429,2.44,1150,0,0,0,0,9.545454545,90.45454545,4.49571694,23.28253778,Upper middle income,50.383,19.555,185.3949142,11228800000,947.704,0,132,45.306,9.5038,6.582,1089.2108,135.22118,118.22088,22.972956,373.835,0.21398021,5.9508696,3.9475453,0.5536558,0.10870406
AGO,Angola,Sub-Saharan Africa,1991,197.301,0.413433009,11.99939241,0,3.324830055,3.070807202,3.578852909,0,0.723,4401.080593,6437.837182,5405.349257,0,0,0,0.4415,11.73821662,18.18098242,11.429245,43.8127,46.8072,41.0091,75.381,79.367,12.40216429,2.66,1100,0,0,0,0,9.545454545,90.45454545,4.843295308,23.73982524,Upper middle income,50.168,19.533,191.1287776,10603800000,865.693,8.26723,132.1,45.271,9.82506,22.602,1089.2085,134.97768,118.13411,22.654442,374.10208,0.21385099,5.954783,3.9506197,0.5536681,0.10719854
AGO,Angola,Sub-Saharan Africa,1992,196.4,0.40801538,11.99939241,0,3.30208993,3.037664294,3.566515566,0,0.721,1689.739176,2469.428415,2073.90239,0,0,0,0.4415,11.73821662,18.18098242,11.429245,42.2088,45.4837,39.189,75.369,79.405,12.40216429,4.67,1130,0,0,0,0,9.545454545,90.45454545,5.21774608,24.20609419,Upper middle income,49.919,19.506,197.0399769,8307810000,656.362,8.26723,132.1,45.23,10.1527,20.925,1089.6924,135.04482,118.179405,22.243694,374.59268,0.21368892,5.9567785,3.9537125,0.5536808,0.10530124
AGO,Angola,Sub-Saharan Africa,1993,195.398,0.439646536,11.99939241,0,3.38586994,3.102294533,3.669445348,0,0.719,1658.189695,2422.269848,2034.215197,0,0,0,0.4415,11.73821662,18.18098242,11.429245,42.1009,46.5785,38.1613,75.371,79.409,12.40216429,3.31,1110,0,0,0,0,9.545454545,90.45454545,5.621146849,24.68152103,Upper middle income,49.652,19.464,203.1339968,5768720000,441.201,8.26723,132.2,45.201,10.4877,21.25,1089.488,134.84584,118.04432,22.011747,374.688,0.21351135,5.9571776,3.956925,0.55369514,0.10422836
AGO,Angola,Sub-Saharan Africa,1994,195.291,0.286179828,11.99939241,0,3.469649951,3.166316997,3.772982904,0,0.717,1270.15921,1854.181402,1557.198363,0,0,0,0.4415,11.73821662,18.18098242,11.429245,43.4217,47.4987,39.7335,75.387,79.381,12.40216429,3.08,1130,0,0,0,0,9.545454545,90.45454545,6.055735831,25.16628563,Upper middle income,49.378,19.396,209.4164915,4438320000,328.673,8.26723,132.1,45.201,10.8316,21.159,1088.9125,134.51714,118.15924,21.84596,374.7037,0.2133396,5.9571776,3.9600708,0.5537103,0.103474066
AGO,Angola,Sub-Saharan Africa,1995,193.237,0.785137201,11.99939241,0,3.553429961,3.229732609,3.877127313,0,0.714,2788.002679,4057.947965,3411.90693,0,0,0,0.4415,11.73821662,18.18098242,11.429245,45.8491,47.8294,43.8847,75.416,79.321,12.40216429,2.08,1060,0,0,0,0,9.545454545,90.45454545,6.523924288,25.66057138,Upper middle income,49.113,19.292,215.8932902,5538750000,397.179,8.26723,131.7,45.246,11.1857,21.148,1088.7916,134.48122,118.10895,21.797703,374.81964,0.2131975,5.957162,3.9628088,0.55372417,0.10327946
AGO,Angola,Sub-Saharan Africa,1996,192.841,0.723852747,11.99939241,0,3.637209972,3.292542321,3.981877623,0,0.712,2761.12263,4006.25243,3372.994265,0,0,0,0.4415,11.73821662,18.18098242,11.429245,46.0329,47.96,44.1179,75.414,79.335,12.40216429,2.03,1020,0,0,0,0,9.545454545,90.45454545,7.028309904,26.16456531,Upper middle income,48.87,19.146,222.5704023,7526450000,522.644,0.000775929,130.8,45.35,11.5511,20.066,1087.5691,134.45528,118.08625,21.73168,375.25412,0.21294026,5.9516263,3.9655485,0.5537374,0.10296465
AGO,Angola,Sub-Saharan Africa,1997,187.51,0.494076954,11.99939241,0,3.720989982,3.354747118,4.087232846,0,0.708,3265.647048,4720.571543,3980.79539,0,0,0,0.4415,11.73821662,18.18098242,11.429245,46.3065,48.2792,44.3496,75.428,79.31,12.40216429,2.41,985,0,0,0,0,9.545454545,90.45454545,7.571691197,26.67845807,Upper middle income,48.652,18.952,229.454023,7648380000,514.295,0.00567375,129.5,45.519,11.9287,21.465,1085.362,134.31033,118.12668,21.700247,375.67633,0.21250297,5.9420056,3.9685378,0.55375075,0.102799736
AGO,Angola,Sub-Saharan Africa,1998,182.742,0.473215418,11.99939241,0,3.804769993,3.418440104,4.195759773,0,0.683,3208.570241,4620.42859,3902.583775,0,0,0,0.4415,11.73821662,18.18098242,11.429245,45.057,47.6182,42.5824,75.456,79.252,12.40216429,2.44,953,0,0,0,0,15.45454545,84.54545455,8.15708305,27.20244409,Upper middle income,48.46,18.706,236.5505392,6506230000,423.594,0.0184537,127.5,45.763,12.3202,20.438,1082.0928,133.71042,118.033585,21.637388,375.9067,0.21201985,5.926207,3.971707,0.5537657,0.1024636
AGO,Angola,Sub-Saharan Africa,1999,178.605,0.575425435,11.99939241,1.648351648,4.207225839,3.759085079,4.66112566,0.838,0.678,2903.498465,4166.533714,3524.189975,0.364,0.331296397,0.395491538,0.4415,11.73821662,18.18098242,11.429245,45.3858,48.4781,42.4549,75.494,79.167,12.40216429,2.35,909,3.3935,2.23161,4.69564,0.358,15.45454545,84.54545455,8.787733434,27.73672161,Upper middle income,48.293,18.404,243.8665352,6152920000,387.784,0.0719641,125.1,46.093,12.7271,20.897,1079.2198,133.44286,118.0215,21.57773,376.0808,0.21162672,5.916476,3.9747522,0.5537814,0.102249324
AGO,Angola,Sub-Saharan Africa,2000,177.316,0.580410214,11.99939241,1.6,4.609681686,4.099730055,5.126491547,0.831,0.671,3047.361813,4356.572612,3690.604857,0.375,0.33990875,0.409036832,0.4415,11.73821662,18.18098242,11.429245,46.0236,48.5612,43.562,75.539,79.064,12.40216429,2.74,827,3.42472,2.27684,4.70932,0.369,15.45454545,84.54545455,9.467141432,28.28149276,Upper middle income,48.15,18.036,251.4087992,9129590000,556.836,0.105046,122.2,46.522,13.1511,22.885,1077.0374,133.47922,117.97016,21.599688,376.2379,0.21145953,5.90626,3.9771934,0.5537959,0.10227342
AGO,Angola,Sub-Saharan Africa,2001,176.253,0.570697567,11.99939241,1.813471503,5.012137532,4.44037503,5.591857433,0.845,0.665,3225.211701,4600.28093,3900.710372,0.386,0.353062392,0.417888303,0.4415,11.73821662,18.18098242,11.429245,46.5905,49.6056,43.7139,75.546,79.055,12.40216429,3.26,766,3.463879585,2.333822012,4.726426601,0.379,15.45454545,84.54545455,10.19907665,28.83696365,Upper middle income,48.027,17.597,259.1843291,8936060000,527.334,0.136014,118.9,47.059,13.5925,23.115,1075.1329,133.56477,117.97682,21.670671,376.56012,0.21163055,5.896979,3.9794693,0.55380994,0.10260164
AGO,Angola,Sub-Saharan Africa,2002,175.341,0.719093563,11.99939241,1.985111663,5.414593379,4.781020006,6.05722332,0.84,0.657,3859.263782,5489.330553,4659.954466,0.403,0.367066356,0.436845387,0.4415,11.73821662,18.18098242,11.429245,47.3865,49.8964,44.9404,75.564,79.017,12.40216429,3.04,690,3.504403463,2.395228789,4.743724566,0.395,15.45454545,84.54545455,11.11886773,29.4260295,Upper middle income,47.911,17.09,267.2003393,15285600000,872.494,0.270377,115.1,47.702,14.0526,23.896,1071.9094,133.78961,117.92371,21.86113,376.7421,0.21207045,5.88018,3.9817166,0.5538232,0.103454016
