Country Code,Contry Name,Region,Year,abr,co2_prod,coef_ineq,diff_hdi_phdi,eys,eys_f,eys_m,gdi,gii,gni_pc_f,gni_pc_m,gnipc,hdi,hdi_f,hdi_m,ihdi,ineq_edu,ineq_inc,ineq_le,le,le_f,le_m,lfpr_f,lfpr_m,loss,mf,mmr,mys,mys_f,mys_m,phdi,pr_f,pr_m,se_f,se_m,IncomeGroup,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
AFG,Afghanistan,South Asia,2002,148.141,0.046529388,11.99939241,1.104972376,6.134050131,4.146178147,7.840132666,0.549,0,310.019029,2213.982986,1267.628852,0.362,0.23412425,0.426736706,0.4415,11.73821662,18.18098242,11.429245,56.4538,57.6715,55.2265,15.113,76.491,12.40216429,2.48,1300,1.522516047,0.707839598,2.051483902,0.358,0,0,1.585531927,7.603158234,Low income,46.901,11.048,84.15275052,4055180000,179.426,0.0045614,85.4,56.784,34.6181,3.55
AFG,Afghanistan,South Asia,2003,143.37,0.050082617,11.99939241,1.329787234,6.43655014,4.411310196,8.302980423,0.563,0,345.8247108,2442.948082,1401.324413,0.376,0.248561349,0.441486253,0.4415,11.73821662,18.18098242,11.429245,57.3445,58.6498,56.0316,15.298,76.393,12.40216429,2.63,1240,1.579871104,0.743720868,2.101827066,0.371,0,0,1.694563896,8.022549524,Low income,46.231,10.704,86.75541291,4515560000,190.684,0.0878913,82.8,57.271,36.2725,3.419
AFG,Afghanistan,South Asia,2004,138.827,0.035959937,11.99939241,1.020408163,7.39387989,4.137720108,10.46887016,0.522,0,344.9831452,2409.342035,1384.695729,0.392,0.24601711,0.471733817,0.4415,11.73821662,18.18098242,11.429245,57.9436,59.2159,56.6578,15.475,76.332,12.40216429,2.2,1180,1.637226161,0.779602138,2.152170229,0.388,0,0,1.803595865,8.441940815,Low income,45.507,10.356,89.43857001,5226780000,211.382,0.105809,80.1,57.772,37.8744,3.087
AFG,Afghanistan,South Asia,2005,133.071,0.050802445,11.99939241,1,7.660417938,4.592572117,10.55986004,0.541,0.748,361.2608997,2492.272718,1435.19173,0.4,0.25804377,0.476655583,0.4415,11.73821662,18.18098242,11.429245,58.3608,59.6966,57.0128,15.644,76.318,12.40216429,2.02,1140,1.694581217,0.815483408,2.202513392,0.396,25.92592593,74.07407407,1.912627834,8.861332105,Low income,44.723,10.003,92.20471135,6209140000,242.031,1.22415,77.4,58.29,39.2952,2.942
AFG,Afghanistan,South Asia,2006,126.106,0.061869518,11.99939241,0.733496333,7.926955986,5.047424126,10.65084991,0.56,0.749,379.7255676,2638.813517,1518.767846,0.409,0.270040327,0.482456142,0.4415,11.73821662,18.18098242,11.429245,58.6844,60.2431,57.1332,15.455,76.422,12.40216429,1.53,1120,1.77670323,0.841578877,2.300053271,0.406,25.92592593,74.07407407,1.887654031,9.45898459,Low income,43.87,9.645,95.05640346,6971290000,263.734,2.10712,74.7,58.826,40.4881,2.825
AFG,Afghanistan,South Asia,2007,125.858,0.083710521,11.99939241,0.70754717,8.193494034,5.502276134,10.74183979,0.587,0.752,450.2102996,3147.896767,1811.166659,0.424,0.290083384,0.494361998,0.4415,11.73821662,18.18098242,11.429245,59.1113,60.909,57.3416,15.275,76.567,12.40216429,1.53,1090,1.858825243,0.867674346,2.39759315,0.421,25.87209302,74.12790698,1.862680228,10.05663707,Low income,42.944,9.287,97.99629222,9747890000,359.693,1.9,72,59.375,41.5105,2.128
AFG,Afghanistan,South Asia,2008,128.171,0.151484676,11.99939241,0.697674419,8.460032082,5.957128143,10.83282967,0.594,0.755,434.2512158,3047.085012,1753.066993,0.43,0.296278756,0.498714113,0.4415,11.73821662,18.18098242,11.429245,59.8515,61.5289,58.1715,15.137,76.712,12.40216429,1.38,1030,1.940947256,0.893769815,2.495133029,0.427,25.87209302,74.12790698,1.837706425,10.65428956,Low income,41.949,8.932,101.0271054,10109200000,364.66,1.84,69.4,59.93,42.4628,2.494
AFG,Afghanistan,South Asia,2009,120.635,0.237367297,11.99939241,0.909090909,8.726570129,6.411980152,10.92381954,0.609,0.755,466.8929261,3273.768702,1884.200863,0.44,0.308813946,0.507355452,0.4415,11.73821662,18.18098242,11.429245,60.3636,61.8922,58.82,15.076,76.813,12.40216429,1.43,993,2.023069268,0.919865284,2.592672907,0.436,25.92592593,74.07407407,1.812732622,11.25194204,Low income,40.903,8.584,104.151655,12439100000,438.076,3.55,66.8,60.484,43.493,2.47
AFG,Afghanistan,South Asia,2010,120.82,0.287738705,29.13924655,1.116071429,9.002689838,6.819135189,11.07618475,0.627,0.753,510.7815973,3336.66999,1938.315627,0.448,0.322100371,0.513389368,0.312,42.809,10.767,33.84173965,60.8508,62.4078,59.2776,15.111,76.842,30.35714286,1.77,954,2.105191281,0.945960754,2.690212786,0.443,27.63532764,72.36467236,1.787758819,11.84959453,Low income,39.829,8.25,107.3728402,15856600000,543.303,4,64.3,61.028,44.7041,2.275
AFG,Afghanistan,South Asia,2011,116.454,0.401953514,29.49569394,1.315789474,9.278809547,7.226290226,11.22854996,0.642,0.746,537.5166085,3430.9836,1999.653042,0.456,0.33352807,0.519746648,0.315,44.82338,10.767,32.89670181,61.4191,62.9926,59.8254,15.454,76.659,30.92105263,2.12,905,2.157332242,1.011199426,2.755239372,0.45,27.63532764,72.36467236,2.008868343,12.40825237,Low income,38.75,7.936,110.6936497,17804300000,591.162,5,61.9,61.553,46.1315,1.984
AFG,Afghanistan,South Asia,2012,111.286,0.327921976,29.20871299,1.072961373,9.57732296,7.423226833,11.62274996,0.649,0.738,585.0930232,3633.440859,2125.862821,0.466,0.344152186,0.530178097,0.323,44.82338,10.767,32.03575897,61.923,63.5135,60.3173,15.879,76.42,30.68669528,1.86,858,2.209473202,1.076438099,2.820265958,0.461,27.63532764,72.36467236,2.229977866,12.96691022,Low income,37.69,7.645,114.1171647,20001600000,641.872,5.45455,59.5,62.054,47.7306,1.692
AFG,Afghanistan,South Asia,2013,106.537,0.261571351,0,1.054852321,9.875836372,7.620163441,12.01694997,0.659,0.728,637.7671699,3715.00501,2193.553936,0.474,0.354771795,0.538757274,0,44.82338,0,31.20422935,62.4167,64.0268,60.7915,16.794,75.588,0,1.88,810,2.261614163,1.141676772,2.885292544,0.469,27.63532764,72.36467236,2.45108739,13.52556807,Low income,36.67,7.38,117.6465615,20561100000,637.165,5.9,57.3,62.525,49.428,1.725
AFG,Afghanistan,South Asia,2014,101.454,0.232967187,0,1.043841336,10.17434978,7.817100048,12.41114998,0.63,0.718,506.1399397,3813.313521,2178.507021,0.479,0.34346564,0.545574279,0,44.82338,0,30.7356205,62.5451,64.2743,60.8119,17.749,74.737,0,1.66,786,2.313755123,1.206915444,2.95031913,0.474,27.63532764,72.36467236,2.672196913,14.08422592,Low income,35.706,7.141,121.285115,20484900000,613.856,7,55.1,62.966,51.1148,1.735
AFG,Afghanistan,South Asia,2015,97.415,0.229679525,0,0.836820084,10.18014979,7.791942477,12.44831991,0.673,0.706,681.1316993,3489.646939,2101.589319,0.478,0.364833242,0.5421892,0,45.36517,0,30.17712593,62.6587,64.5759,60.7597,18.746,73.875,0,1.62,701,2.365896084,1.272154117,3.015345715,0.474,27.44479495,72.55520505,2.893306437,14.64288377,Low income,34.809,6.929,125.036201,19907100000,578.466,8.26,53.1,63.377,52.7121,1.679
AFG,Afghanistan,South Asia,2016,94.018,0.190616791,0,0.831600832,10.1859498,7.766784906,12.48548985,0.682,0.692,712.0450633,3411.484186,2077.566899,0.481,0.37129479,0.544158827,0,45.36517,0,29.33408546,63.1361,65.0957,61.1934,19.798,73.045,0,1.66,673,2.463660385,1.430357898,3.082469933,0.477,27.44479495,72.55520505,3.459785381,14.66675803,Low income,33.981,6.742,128.9033,19362600000,547.228,11.2,51.2,63.763,54.1971,1.634
AFG,Afghanistan,South Asia,2017,90.342,0.188995444,0,0.829875519,10.19174981,7.741627336,12.52265978,0.703,0.678,755.0683347,3385.357825,2085.487571,0.482,0.380054352,0.540514172,0,45.36517,0,28.0697403,63.016,66.0993,60.1049,20.887,72.183,0,1.41,638,2.561424686,1.588561679,3.149594151,0.478,27.44479495,72.55520505,4.026264326,14.6906323,Low income,33.211,6.575,132.89,20191800000,556.302,13.5,49.5,64.13,55.596,1.559
AFG,Afghanistan,South Asia,2018,88.431,0.22449203,0,0.82815735,10.19754982,7.716469765,12.55982971,0.71,0.671,755.8249851,3325.135032,2054.939895,0.483,0.383312051,0.540119661,0,45.36517,0,27.50606918,63.081,66.4576,59.9231,21.228,72.023,0,1.32,638,2.659188987,1.74676546,3.216718368,0.479,27.44479495,72.55520505,4.592743271,14.71450657,Low income,21.9485,8.082,137,19363000000,520.897,8.26723,47.9,70.428,56.9378,1.542
AGO,Angola,Sub-Saharan Africa,1990,198.803,0.429585937,11.99939241,0,3.537480116,3.28022336,3.794736871,0,0.725,3944.379344,5770.778138,4845.706901,0,0,0,0.4415,11.73821662,18.18098242,11.429245,41.8933,45.4532,38.6736,75.408,79.292,12.40216429,2.44,1150,0,0,0,0,9.545454545,90.45454545,4.49571694,23.28253778,Upper middle income,50.383,19.555,185.3949142,11228800000,947.704,0,132,45.306,9.5038,6.582
AGO,Angola,Sub-Saharan Africa,1991,197.301,0.413433009,11.99939241,0,3.324830055,3.070807202,3.578852909,0,0.723,4401.080593,6437.837182,5405.349257,0,0,0,0.4415,11.73821662,18.18098242,11.429245,43.8127,46.8072,41.0091,75.381,79.367,12.40216429,2.66,1100,0,0,0,0,9.545454545,90.45454545,4.843295308,23.73982524,Upper middle income,50.168,19.533,191.1287776,10603800000,865.693,8.26723,132.1,45.271,9.82506,22.602
AGO,Angola,Sub-Saharan Africa,1992,196.4,0.40801538,11.99939241,0,3.30208993,3.037664294,3.566515566,0,0.721,1689.739176,2469.428415,2073.90239,0,0,0,0.4415,11.73821662,18.18098242,11.429245,42.2088,45.4837,39.189,75.369,79.405,12.40216429,4.67,1130,0,0,0,0,9.545454545,90.45454545,5.21774608,24.20609419,Upper middle income,49.919,19.506,197.0399769,8307810000,656.362,8.26723,132.1,45.23,10.1527,20.925
AGO,Angola,Sub-Saharan Africa,1993,195.398,0.439646536,11.99939241,0,3.38586994,3.102294533,3.669445348,0,0.719,1658.189695,2422.269848,2034.215197,0,0,0,0.4415,11.73821662,18.18098242,11.429245,42.1009,46.5785,38.1613,75.371,79.409,12.40216429,3.31,1110,0,0,0,0,9.545454545,90.45454545,5.621146849,24.68152103,Upper middle income,49.652,19.464,203.1339968,5768720000,441.201,8.26723,132.2,45.201,10.4877,21.25
AGO,Angola,Sub-Saharan Africa,1994,195.291,0.286179828,11.99939241,0,3.469649951,3.166316997,3.772982904,0,0.717,1270.15921,1854.181402,1557.198363,0,0,0,0.4415,11.73821662,18.18098242,11.429245,43.4217,47.4987,39.7335,75.387,79.381,12.40216429,3.08,1130,0,0,0,0,9.545454545,90.45454545,6.055735831,25.16628563,Upper middle income,49.378,19.396,209.4164915,4438320000,328.673,8.26723,132.1,45.201,10.8316,21.159
AGO,Angola,Sub-Saharan Africa,1995,193.237,0.785137201,11.99939241,0,3.553429961,3.229732609,3.877127313,0,0.714,2788.002679,4057.947965,3411.90693,0,0,0,0.4415,11.73821662,18.18098242,11.429245,45.8491,47.8294,43.8847,75.416,79.321,12.40216429,2.08,1060,0,0,0,0,9.545454545,90.45454545,6.523924288,25.66057138,Upper middle income,49.113,19.292,215.8932902,5538750000,397.179,8.26723,131.7,45.246,11.1857,21.148
AGO,Angola,Sub-Saharan Africa,1996,192.841,0.723852747,11.99939241,0,3.637209972,3.292542321,3.981877623,0,0.712,2761.12263,4006.25243,3372.994265,0,0,0,0.4415,11.73821662,18.18098242,11.429245,46.0329,47.96,44.1179,75.414,79.335,12.40216429,2.03,1020,0,0,0,0,9.545454545,90.45454545,7.028309904,26.16456531,Upper middle income,48.87,19.146,222.5704023,7526450000,522.644,0.000775929,130.8,45.35,11.5511,20.066
AGO,Angola,Sub-Saharan Africa,1997,187.51,0.494076954,11.99939241,0,3.720989982,3.354747118,4.087232846,0,0.708,3265.647048,4720.571543,3980.79539,0,0,0,0.4415,11.73821662,18.18098242,11.429245,46.3065,48.2792,44.3496,75.428,79.31,12.40216429,2.41,985,0,0,0,0,9.545454545,90.45454545,7.571691197,26.67845807,Upper middle income,48.652,18.952,229.454023,7648380000,514.295,0.00567375,129.5,45.519,11.9287,21.465
AGO,Angola,Sub-Saharan Africa,1998,182.742,0.473215418,11.99939241,0,3.804769993,3.418440104,4.195759773,0,0.683,3208.570241,4620.42859,3902.583775,0,0,0,0.4415,11.73821662,18.18098242,11.429245,45.057,47.6182,42.5824,75.456,79.252,12.40216429,2.44,953,0,0,0,0,15.45454545,84.54545455,8.15708305,27.20244409,Upper middle income,48.46,18.706,236.5505392,6506230000,423.594,0.0184537,127.5,45.763,12.3202,20.438
AGO,Angola,Sub-Saharan Africa,1999,178.605,0.575425435,11.99939241,1.648351648,4.207225839,3.759085079,4.66112566,0.838,0.678,2903.498465,4166.533714,3524.189975,0.364,0.331296397,0.395491538,0.4415,11.73821662,18.18098242,11.429245,45.3858,48.4781,42.4549,75.494,79.167,12.40216429,2.35,909,3.3935,2.23161,4.69564,0.358,15.45454545,84.54545455,8.787733434,27.73672161,Upper middle income,48.293,18.404,243.8665352,6152920000,387.784,0.0719641,125.1,46.093,12.7271,20.897
AGO,Angola,Sub-Saharan Africa,2000,177.316,0.580410214,11.99939241,1.6,4.609681686,4.099730055,5.126491547,0.831,0.671,3047.361813,4356.572612,3690.604857,0.375,0.33990875,0.409036832,0.4415,11.73821662,18.18098242,11.429245,46.0236,48.5612,43.562,75.539,79.064,12.40216429,2.74,827,3.42472,2.27684,4.70932,0.369,15.45454545,84.54545455,9.467141432,28.28149276,Upper middle income,48.15,18.036,251.4087992,9129590000,556.836,0.105046,122.2,46.522,13.1511,22.885
AGO,Angola,Sub-Saharan Africa,2001,176.253,0.570697567,11.99939241,1.813471503,5.012137532,4.44037503,5.591857433,0.845,0.665,3225.211701,4600.28093,3900.710372,0.386,0.353062392,0.417888303,0.4415,11.73821662,18.18098242,11.429245,46.5905,49.6056,43.7139,75.546,79.055,12.40216429,3.26,766,3.463879585,2.333822012,4.726426601,0.379,15.45454545,84.54545455,10.19907665,28.83696365,Upper middle income,48.027,17.597,259.1843291,8936060000,527.334,0.136014,118.9,47.059,13.5925,23.115
AGO,Angola,Sub-Saharan Africa,2002,175.341,0.719093563,11.99939241,1.985111663,5.414593379,4.781020006,6.05722332,0.84,0.657,3859.263782,5489.330553,4659.954466,0.403,0.367066356,0.436845387,0.4415,11.73821662,18.18098242,11.429245,47.3865,49.8964,44.9404,75.564,79.017,12.40216429,3.04,690,3.504403463,2.395228789,4.743724566,0.395,15.45454545,84.54545455,11.11886773,29.4260295,Upper middle income,47.911,17.09,267.2003393,15285600000,872.494,0.270377,115.1,47.702,14.0526,23.896
AGO,Angola,Sub-Saharan Africa,2003,171.817,0.49604119,11.99939241,1.666666667,5.817049225,5.121664981,6.522589207,0.836,0.649,3887.579939,5509.370388,4684.384828,0.42,0.381738395,0.456631391,0.4415,11.73821662,18.18098242,11.429245,49.6173,51.6741,47.5679,75.59,78.961,12.40216429,3.02,628,3.54492734,2.456635567,4.761022531,0.413,15.45454545,84.54545455,12.0386588,30.01509534,Upper middle income,47.786,16.522,275.4642673,17812700000,982.961,0.370682,110.8,48.44,14.5356,23.925
AGO,Angola,Sub-Saharan Africa,2004,170.795,0.996932266,11.99939241,2.07852194,6.219505072,5.462309957,6.987955093,0.84,0.643,4100.707687,5787.847205,4929.945484,0.433,0.394373029,0.469401517,0.4415,11.73821662,18.18098242,11.429245,50.592,52.6571,48.532,75.617,78.901,12.40216429,3.12,574,3.585451218,2.518042344,4.778320496,0.424,15,85,12.95844988,30.60416119,Upper middle income,47.639,15.903,283.9837807,23552100000,1255.56,0.464815,106.2,49.263,15.0462,23.643
AGO,Angola,Sub-Saharan Africa,2005,170.951,0.977996771,11.99939241,2.237136465,6.621960918,5.802954932,7.45332098,0.844,0.636,4493.967317,6317.676065,5390.699648,0.447,0.408273294,0.483667855,0.4415,11.73821662,18.18098242,11.429245,51.5699,53.6339,49.508,75.641,78.85,12.40216429,3.39,519,3.625975095,2.579449122,4.795618461,0.437,15,85,13.87824095,31.19322703,Upper middle income,47.453,15.24,292.7667842,36970900000,1902.42,1.14337,101.3,50.165,15.588,20.532
AGO,Angola,Sub-Saharan Africa,2006,169.366,1.09686395,11.99939241,2.178649237,7.024416765,6.143599908,7.918686867,0.849,0.628,4735.738466,6639.333112,5672.126464,0.459,0.420311348,0.495129921,0.4415,11.73821662,18.18098242,11.429245,52.3688,54.5176,50.227,75.625,78.897,12.40216429,3.2,473,3.666498973,2.640855899,4.812916426,0.449,15,85,14.79803203,31.78229288,Upper middle income,47.215,14.539,301.821427,52381000000,2599.57,1.5,96.2,51.143,16.1626,17.674
AGO,Angola,Sub-Saharan Africa,2007,168.678,1.194779541,11.99939241,2.736842105,7.426872611,6.484244883,8.384052753,0.853,0.621,5317.909483,7433.915716,6359.181376,0.475,0.436424808,0.511712128,0.4415,11.73821662,18.18098242,11.429245,53.6419,55.8149,51.4727,75.614,78.93,12.40216429,3.91,431,3.70702285,2.702262677,4.83021439,0.462,15,85,15.7178231,32.37135872,Upper middle income,46.92,13.815,311.1561103,65266500000,3122,1.7,91,52.177,16.7686,14.633
AGO,Angola,Sub-Saharan Africa,2008,168.701,1.174720223,11.99939241,3.086419753,7.829328458,6.824889859,8.84941864,0.855,0.568,5436.648598,7577.945249,6490.787737,0.486,0.447393983,0.523569766,0.4415,11.73821662,18.18098242,11.429245,54.6327,56.734,52.5274,75.607,78.955,12.40216429,4.95,395,3.747546728,2.763669454,4.847512355,0.471,37.27272727,62.72727273,16.63761418,32.96042457,Upper middle income,46.563,13.085,320.7794952,88538600000,4080.94,1.9,85.8,53.243,17.4024,12.044
AGO,Angola,Sub-Saharan Africa,2009,169.586,1.224334013,11.99939241,3.4,8.231784304,7.165534834,9.314784527,0.859,0.56,5871.497479,8161.265974,6999.175405,0.5,0.461710926,0.53736396,0.4415,11.73821662,18.18098242,11.429245,55.7516,57.9669,53.5371,75.603,78.97,12.40216429,5.58,359,3.788070605,2.825076232,4.86481032,0.483,38.63636364,61.36363636,17.55740525,33.54949042,Upper middle income,46.143,12.367,330.7005105,70307200000,3122.78,2.3,80.7,54.311,18.0591,10.609
AGO,Angola,Sub-Saharan Africa,2010,164.955,1.235836444,0,2.745098039,8.63424015,7.50617981,9.780150414,0.867,0.551,6022.741708,7827.219806,6911.740241,0.51,0.473323161,0.545688621,0,0,24.454,39.49775696,56.7258,59.0394,54.4154,75.605,78.972,0,4.16,326,3.828594483,2.886483009,4.882108285,0.496,38.63636364,61.36363636,18.47719633,34.13855626,Upper middle income,45.656,11.68,340.9283614,83799500000,3587.88,2.8,76,55.35,18.7345,9.089
AGO,Angola,Sub-Saharan Africa,2011,159.295,1.252224289,0,3.041825095,9.560079575,7.286789894,11.86942005,0.826,0.544,5935.497097,7863.212192,6885.53639,0.526,0.474194963,0.573985138,0,0,28.94534,38.03870392,57.5961,59.8693,55.3139,74.847,79.883,0,4.39,300,3.86911836,2.947889787,4.89940625,0.51,38.18181818,61.81818182,19.3969874,34.72762211,Upper middle income,45.102,11.039,351.4725375,1.12E+11,4615.47,3.1,71.5,56.33,19.4278,7.362
AGO,Angola,Sub-Saharan Africa,2012,156.557,1.346212079,0,2.957486137,10.0825,8.1376,12.0782,0.848,0.545,6281.502283,8308.613383,7280.845666,0.541,0.494561462,0.583449983,0,0,28.94534,36.53272629,58.6231,61.0236,56.2197,74.834,79.922,0,4.09,281,3.909642238,3.009296564,4.916704215,0.525,34.09090909,65.90909091,20.31677848,35.31668795,Upper middle income,44.493,10.451,362.3428221,1.28E+11,5100.1,6.5,67.3,57.236,20.1395,7.359
AGO,Angola,Sub-Saharan Africa,2013,153.345,1.277247837,0,3.079710145,10.6049,8.9884,12.2869,0.866,0.54,6458.534231,8526.052437,7478.104777,0.552,0.511229906,0.590606149,0,0,28.94534,35.23054886,59.3074,61.6844,56.9254,74.833,79.93,0,4.53,269,3.950166115,3.070703341,4.934002179,0.535,34.09090909,65.90909091,21.23656955,35.9057538,Upper middle income,43.847,9.921,373.5493012,1.37E+11,5254.88,8.9,63.6,58.054,20.8677,7.454
AGO,Angola,Sub-Saharan Africa,2014,151.093,1.235861225,0,2.664298401,11.1273,9.8393,12.4957,0.884,0.531,6662.056138,8774.787422,7704.231949,0.563,0.528157718,0.597755941,0,0,28.94534,34.03232574,60.0397,62.4717,57.6063,74.843,79.912,0,3.97,258,3.990689993,3.132110119,4.951300144,0.548,36.81818182,63.18181818,22.15636063,36.49481964,Upper middle income,43.182,9.454,385.1023724,1.46E+11,5408.41,21.4,60.5,58.776,21.6105,7.429
